Company,DIV'D,CMRK,TechRank,^vCM,HISTVO,INDUST,CMPRICE,VOLF,TKR,C/P,STRIKE,OPTKR,Record Number,EXPDAY,OI,VOL,BID,ASK,EST,DLTA,Bid oprk,Ask oprk,Bid UN/OV,Ask UN/OV,RVOPT,10%,-10%,CCMPRK,CCMPBE,CCMPRV,CCPWPA,CCPWPT,CCPWMX,I/OTM,THETA,Bid Implied,Ask Implied,VOLFADJ,PrtbStrk VOLF,Bid PrtbStrk Implied,Ask PrtbStrk Implied,PctDble,Margin,Yld Margin,Max Margin,ROBUY,ROWRT,ROCCMP,01/13/2023
Phoenix New Media Limited,0,2,3,^,0.66372,Entertainment,2.57,0.62041,FENG,P,5,FENG1 230120P00005000,545684,1/20/2023 12:00:00 AM,0,0,4.4,4.7,2.43002,38.55455,5,3,4.54491,4.54491,825.6341,-0.26902,-0.22541,5,0.60194,128.7615,149.8198,0.76654,7.33372,0.94553,-9.07225,9.99996,9.99996,1.80345,0.99363,0.67339,0.67339,-0.44364,0.2,3.83307,8.56031,389793,305299,388469
TherapeuticsMD Inc,0,3,2,e,0.91753,Drug,5.37,0.91915,TXMD,P,5,TXMD1 230120P00005000,352724,1/20/2023 12:00:00 AM,8,0,4.5,5.3,0.10351,21.51396,5,3,11.43127,11.43127,691.3844,-0.48775,-0.44049,5,0.50194,32.04863,410.6427,0.90728,9.00039,-0.0689,-14.5055,9.99996,9.99996,0.80442,0.27335,0.48067,0.48067,-0.22702,0.1311,6.39243,6.39205,394859,305378,394847
Phoenix New Media Limited,0,2,3,^,0.66372,Entertainment,2.57,0.62041,FENG,P,7.5,FENG1 230120P00007500,545685,1/20/2023 12:00:00 AM,0,0,6.9,7.2,4.92789,49.31901,5,3,3.0377,3.0377,881.0651,-0.2101,-0.17411,5,0.60291,226.1962,149.8198,0.76654,11.50039,1.91829,-9.45167,9.99996,9.99996,2.47665,0.99825,0.76521,0.76521,-0.57435,0.2,3.83307,13.42412,384181,305254,379974
Chicken Soup for the Soul Entertainment Inc,0,3,3,e,0.74584,Entertainment,5.71,0.72907,CSSE,P,9,CSSE1 230120P00009000,855185,1/20/2023 12:00:00 AM,0,0,7.4,9.6,3.29417,33.24523,5,3,6.10325,6.10325,834.7325,-0.34255,-0.29782,5,1.60349,86.67155,117.2169,0.71979,4.62539,0.57618,-19.15311,9.99996,9.99996,1.4078,0.98542,0.62061,0.62061,-0.33578,0.2,3.59934,6.47986,391956,305332,391892
Chicken Soup for the Soul Entertainment Inc,0,3,3,e,0.74584,Entertainment,5.71,0.72907,CSSE,P,10,CSSE1 230120P00010000,265373,1/20/2023 12:00:00 AM,28,0,8.4,10.6,4.29056,35.86819,5,3,5.40083,5.40083,871.3013,-0.32275,-0.27957,5,1.60388,103.7713,117.2169,0.71979,5.25039,0.75131,-19.69893,9.99996,9.99996,1.56229,0.99226,0.64738,0.64738,-0.35769,0.2,3.59934,7.35552,390974,305318,390882
Chicken Soup for the Soul Entertainment Inc,0,3,3,e,0.74584,Entertainment,5.71,0.72907,CSSE,P,11,CSSE1 230120P00011000,736874,1/20/2023 12:00:00 AM,0,0,9.4,11.6,5.28863,38.30022,5,3,4.87524,4.87524,896.3821,-0.30525,-0.26353,5,1.60427,120.7202,117.2169,0.71979,5.87539,0.92644,-20.11763,9.99996,9.99996,1.70205,0.99535,0.67098,0.67098,-0.37946,0.2,3.59934,8.23117,389954,305301,389896
Silvergate Capital Corporation,0,3,3,e,0.98213,Bank,13.29,0.71331,SI,P,11.5,SI    230120P00011500,112675,1/20/2023 12:00:00 AM,302,235,0.75,0.85,0.0729,26.72781,5,3,1.58461,1.7814,658.0075,-0.36583,0.53935,4,10.75446,38.85877,3.20084,0.19151,0.07016,-0.13469,-8.5,2.02915,2.18365,0.78509,0.10602,0.3146,0.32683,0.18541,0.1,0.56472,0.56433,362014,305049,361585
Chicken Soup for the Soul Entertainment Inc,0,3,3,e,0.74584,Entertainment,5.71,0.72907,CSSE,P,12,CSSE1 230120P00012000,483060,1/20/2023 12:00:00 AM,1,0,10.4,12.6,6.28741,40.56178,5,3,4.46553,4.46553,913.0483,-0.28964,-0.24931,5,1.60466,137.4323,117.2169,0.71979,6.50039,1.10158,-20.4331,9.99996,9.99996,1.82964,0.99693,0.69195,0.69195,-0.4011,0.2,3.59934,9.10683,389014,305293,388955
Silvergate Capital Corporation,0,3,3,e,0.98213,Bank,13.29,0.71331,SI,P,12,SI    230120P00012000,36407,1/20/2023 12:00:00 AM,1828,3050,0.9,1.05,0.13236,31.27992,5,3,1.63034,1.91936,597.3588,-0.3557,0.51035,4,11.10466,43.15065,3.71702,0.16517,0.08147,-0.09707,-8.97778,1.95942,2.17472,0.74493,0.17635,0.36192,0.37511,0.19594,0.10293,0.65828,0.65789,365792,305074,365441
New York City REIT Inc,0,3,3,,0.64975,R.E.I.T.,14.25,0.84086,NYC,P,12.5,NYC1  230120P00012500,751197,1/20/2023 12:00:00 AM,0,0,9.2,12.1,0.25294,20.35529,5,3,8.15814,8.15814,808.4013,-0.42709,-0.37249,5,3.30485,41.1599,127.2147,0.76881,2.78827,-0.12281,-37.26028,9.99996,9.99996,1.09192,0.20813,0.46463,0.46463,-0.26847,0.1,6.45653,6.45614,393738,305359,393722
Chicken Soup for the Soul Entertainment Inc,0,3,3,e,0.74584,Entertainment,5.71,0.72907,CSSE,P,13,CSSE1 230120P00013000,539817,1/20/2023 12:00:00 AM,0,0,11.4,13.6,7.28652,42.67062,5,3,4.13606,4.13606,923.4578,-0.27563,-0.2366,5,1.60504,153.8521,117.2169,0.71979,7.12539,1.27671,-20.66409,9.99996,9.99996,1.94701,0.99783,0.71071,0.71071,-0.42265,0.2,3.59934,9.98249,388055,305286,387996
DraftKings Inc,0,2,3,,0.74611,Hotel/Gaming,14.11,0.51053,DKNG,P,15,DKNG1 230120P00015000,138432,1/20/2023 12:00:00 AM,193,0,8.75,11.25,1.0219,24.22208,5,3,18.19157,18.19157,160.8653,-0.20096,-0.13246,5,6.25582,23.37251,57.3957,0.55705,1.40039,0.06308,-40.73387,9.99996,9.99996,0.52106,0.78462,0.51637,0.51637,-0.75493,0.2,2.78565,3.10064,395250,305386,395245
New York City REIT Inc,0,3,3,,0.64975,R.E.I.T.,14.25,0.84086,NYC,P,15,NYC1  230120P00015000,495569,1/20/2023 12:00:00 AM,0,0,11.7,14.6,1.0755,24.01421,5,3,12.58469,12.58469,502.856,-0.39496,-0.3428,5,3.30582,32.73581,151.4097,0.76842,3.54584,0.05263,-40.94619,9.99996,9.99996,0.73612,0.67979,0.51371,0.51371,-0.29171,0.2,3.84249,4.10526,394998,305381,394995
DraftKings Inc,0,2,3,,0.74611,Hotel/Gaming,14.11,0.51053,DKNG,P,17.5,DKNG1 230120P00017500,229160,1/20/2023 12:00:00 AM,48,0,11.25,13.75,3.3922,27.5904,5,3,13.77164,13.77164,217.8338,-0.20496,-0.14256,5,6.25679,34.58865,57.3957,0.55705,1.80039,0.24026,-43.56508,9.99996,9.99996,0.67697,0.984,0.55771,0.55771,-0.70148,0.2,2.78565,3.98653,395126,305383,395087
New York City REIT Inc,0,3,3,,0.64975,R.E.I.T.,14.25,0.84086,NYC,P,17.5,NYC1  230120P00017500,466199,1/20/2023 12:00:00 AM,1,0,14.2,17.1,3.47872,27.36796,5,3,6.5501,6.5501,840.1028,-0.36748,-0.31755,5,3.30679,67.1265,151.4097,0.76842,4.30342,0.22807,-43.82267,9.99996,9.99996,1.32448,0.85216,0.55508,0.55508,-0.31491,0.2,3.84249,4.98246,392461,305339,392427
DraftKings Inc,0,2,3,,0.74611,Hotel/Gaming,14.11,0.51053,DKNG,P,20,DKNG1 230120P00020000,639222,1/20/2023 12:00:00 AM,0,0,13.75,16.25,5.88291,30.68296,5,3,11.85821,11.85821,250.757,-0.20302,-0.1452,5,6.25776,44.18971,57.3957,0.55705,2.20039,0.41743,-45.77196,9.99996,9.99996,0.77771,0.99876,0.59304,0.59304,-0.68871,0.2,2.78565,4.87243,394951,305380,394882
