Company,DIV'D,CMRK,TechRank,^vCM,HISTVO,INDUST,CMPRICE,VOLF,TKR,C/P,STRIKE,OPTKR,Record Number,EXPDAY,OI,VOL,BID,ASK,EST,DLTA,Bid oprk,Ask oprk,Bid UN/OV,Ask UN/OV,RVOPT,10%,-10%,CCMPRK,CCMPBE,CCMPRV,CCPWPA,CCPWPT,CCPWMX,I/OTM,THETA,Bid Implied,Ask Implied,VOLFADJ,PrtbStrk VOLF,Bid PrtbStrk Implied,Ask PrtbStrk Implied,PctDble,Margin,Yld Margin,Max Margin,ROBUY,ROWRT,ROCCMP,07/20/2021
Smith and Wesson Brands Inc,0.01221,3,4,,0.54956,Recreation,24.79,1.08651,SWBI,C,35,SWBI  210917C00035000,11389,9/17/2021 12:00:00 AM,4876,299,0.3,0.35,3.5513,11.53731,3,1,-0.61193,-0.59605,2725.37,1.19505,-0.62928,3,24.44024,264.3085,0.08673,0.01411,0.43116,-0.41186,-1.0534,0.62611,0.65174,1.61341,0.29948,0.08769,0.09648,0.08368,0.1,0.12393,0.12102,20387,131223,202131
