TKR,C/P,STRIKE,OPTKR,EXPDAY
JD,P,75,JD    210716P00075000,2021-07-16
JD,P,75.37,"",2021-07-16
JD,P,80,JD    210716P00080000,2021-07-16
JD,C,70,JD    210820C00070000,2021-08-20
JD,C,75.37,"",2021-08-20
JD,C,77.5,JD    210820C00077500,2021-08-20
JD,C,95,JD    210820C00095000,2021-08-20
JD,P,65,JD    210820P00065000,2021-08-20
JD,P,75.37,"",2021-08-20
JEF,C,30,JEF   210618C00030000,2021-06-18
JEF,C,32.03,"",2021-06-18
JEF,C,35,JEF   210618C00035000,2021-06-18
JEF,P,25,JEF   210618P00025000,2021-06-18
JEF,P,30,JEF   210618P00030000,2021-06-18
JEF,P,32.03,"",2021-06-18
JNJ,C,165,JNJ   210618C00165000,2021-06-18
JNJ,C,165.95,"",2021-06-18
JNJ,C,170,JNJ   210618C00170000,2021-06-18
JNJ,C,175,JNJ   210618C00175000,2021-06-18
JNJ,C,180,JNJ   210618C00180000,2021-06-18
JNJ,C,190,JNJ   210618C00190000,2021-06-18
JNJ,P,135,JNJ   210618P00135000,2021-06-18
JNJ,P,140,JNJ   210618P00140000,2021-06-18
JNJ,P,145,JNJ   210618P00145000,2021-06-18
JNJ,P,150,JNJ   210618P00150000,2021-06-18
JNJ,P,155,JNJ   210618P00155000,2021-06-18
JNJ,P,157.5,JNJ   210618P00157500,2021-06-18
JNJ,P,160,JNJ   210618P00160000,2021-06-18
JNJ,P,165,JNJ   210618P00165000,2021-06-18
JNJ,P,165.95,"",2021-06-18
JNJ,P,180,JNJ   210618P00180000,2021-06-18
JNJ,C,165,JNJ   210716C00165000,2021-07-16
JNJ,C,165.95,"",2021-07-16
JNJ,C,170,JNJ   210716C00170000,2021-07-16
JNJ,C,175,JNJ   210716C00175000,2021-07-16
JNJ,C,180,JNJ   210716C00180000,2021-07-16
JNJ,P,150,JNJ   210716P00150000,2021-07-16
JNJ,P,160,JNJ   210716P00160000,2021-07-16
JNJ,P,165.95,"",2021-07-16
JNJ,C,165.95,"",2021-08-20
JNJ,C,175,JNJ   210820C00175000,2021-08-20
JNPR,C,22,JNPR  210716C00022000,2021-07-16
JNPR,C,25,JNPR  210716C00025000,2021-07-16
JNPR,C,27,JNPR  210716C00027000,2021-07-16
JNPR,C,27.77,"",2021-07-16
JNPR,P,24,JNPR  210716P00024000,2021-07-16
JNPR,P,27.77,"",2021-07-16
JPM,C,120,JPM   210618C00120000,2021-06-18
JPM,C,125,JPM   210618C00125000,2021-06-18
JPM,C,130,JPM   210618C00130000,2021-06-18
JPM,C,135,JPM   210618C00135000,2021-06-18
JPM,C,140,JPM   210618C00140000,2021-06-18
JPM,C,145,JPM   210618C00145000,2021-06-18
JPM,C,150,JPM   210618C00150000,2021-06-18
JPM,C,155,JPM   210618C00155000,2021-06-18
JPM,C,160,JPM   210618C00160000,2021-06-18
JPM,C,165,JPM   210618C00165000,2021-06-18
JPM,C,166.62,"",2021-06-18
JPM,C,170,JPM   210618C00170000,2021-06-18
JPM,C,175,JPM   210618C00175000,2021-06-18
JPM,C,180,JPM   210618C00180000,2021-06-18
JPM,P,45,JPM   210618P00045000,2021-06-18
JPM,P,70,JPM   210618P00070000,2021-06-18
JPM,P,75,JPM   210618P00075000,2021-06-18
JPM,P,80,JPM   210618P00080000,2021-06-18
JPM,P,85,JPM   210618P00085000,2021-06-18
JPM,P,90,JPM   210618P00090000,2021-06-18
JPM,P,95,JPM   210618P00095000,2021-06-18
JPM,P,100,JPM   210618P00100000,2021-06-18
JPM,P,105,JPM   210618P00105000,2021-06-18
JPM,P,110,JPM   210618P00110000,2021-06-18
JPM,P,115,JPM   210618P00115000,2021-06-18
JPM,P,120,JPM   210618P00120000,2021-06-18
JPM,P,125,JPM   210618P00125000,2021-06-18
JPM,P,130,JPM   210618P00130000,2021-06-18
JPM,P,135,JPM   210618P00135000,2021-06-18
JPM,P,140,JPM   210618P00140000,2021-06-18
JPM,P,145,JPM   210618P00145000,2021-06-18
JPM,P,150,JPM   210618P00150000,2021-06-18
JPM,P,155,JPM   210618P00155000,2021-06-18
JPM,P,160,JPM   210618P00160000,2021-06-18
JPM,P,165,JPM   210618P00165000,2021-06-18
JPM,P,166.62,"",2021-06-18
JPM,C,150,JPM   210716C00150000,2021-07-16
JPM,C,155,JPM   210716C00155000,2021-07-16
JPM,C,160,JPM   210716C00160000,2021-07-16
JPM,C,165,JPM   210716C00165000,2021-07-16
JPM,C,166.62,"",2021-07-16
JPM,C,170,JPM   210716C00170000,2021-07-16
JPM,C,175,JPM   210716C00175000,2021-07-16
JPM,C,180,JPM   210716C00180000,2021-07-16
JPM,P,125,JPM   210716P00125000,2021-07-16
JPM,P,135,JPM   210716P00135000,2021-07-16
JPM,P,140,JPM   210716P00140000,2021-07-16
JPM,P,150,JPM   210716P00150000,2021-07-16
JPM,P,155,JPM   210716P00155000,2021-07-16
JPM,P,165,JPM   210716P00165000,2021-07-16
JPM,P,166.62,"",2021-07-16
JPM,C,160,JPM   210820C00160000,2021-08-20
JPM,C,166.62,"",2021-08-20
JPM,P,145,JPM   210820P00145000,2021-08-20
JPM,P,166.62,"",2021-08-20
JWN,C,33.88,"",2021-06-18
JWN,C,40,JWN   210618C00040000,2021-06-18
JWN,C,45,JWN   210618C00045000,2021-06-18
JWN,C,50,JWN   210618C00050000,2021-06-18
JWN,C,55,JWN   210618C00055000,2021-06-18
JWN,C,30,JWN   210716C00030000,2021-07-16
JWN,C,33.88,"",2021-07-16
JWN,C,35,JWN   210716C00035000,2021-07-16
JWN,C,37.5,JWN   210716C00037500,2021-07-16
JWN,C,40,JWN   210716C00040000,2021-07-16
JWN,C,45,JWN   210716C00045000,2021-07-16
JWN,C,50,JWN   210716C00050000,2021-07-16
JWN,P,30,JWN   210716P00030000,2021-07-16
JWN,P,32.5,JWN   210716P00032500,2021-07-16
JWN,P,33.88,"",2021-07-16
JWN,C,33.88,"",2021-08-20
JWN,C,40,JWN   210820C00040000,2021-08-20
K,C,65,K     210618C00065000,2021-06-18
K,C,66.67,"",2021-06-18
K,C,67.5,K     210618C00067500,2021-06-18
K,C,70,K     210618C00070000,2021-06-18
K,P,62.5,K     210618P00062500,2021-06-18
K,P,66.67,"",2021-06-18
K,C,65,K     210716C00065000,2021-07-16
K,C,66.67,"",2021-07-16
K,P,65,K     210716P00065000,2021-07-16
K,P,66.67,"",2021-07-16
KALA,C,5,KALA  210716C00005000,2021-07-16
KALA,C,5.88,"",2021-07-16
KALA,C,7.5,KALA  210716C00007500,2021-07-16
KALA,C,10,KALA  210716C00010000,2021-07-16
KALA,C,15,KALA  210716C00015000,2021-07-16
KAR,C,17.5,KAR   210618C00017500,2021-06-18
KAR,C,18.29,"",2021-06-18
KAR,C,18.29,"",2021-07-16
KAR,C,20,KAR   210716C00020000,2021-07-16
KC,C,39.07,"",2021-08-20
KC,C,50,KC    210820C00050000,2021-08-20
KC,P,35,KC    210820P00035000,2021-08-20
KC,P,39.07,"",2021-08-20
KC,P,40,KC    210820P00040000,2021-08-20
KDMN,C,3.86,"",2021-06-18
KDMN,C,7.5,KDMN  210618C00007500,2021-06-18
KDP,C,36.94,"",2021-06-18
KDP,C,37,KDP   210618C00037000,2021-06-18
KDP,P,36,KDP   210618P00036000,2021-06-18
KDP,P,36.94,"",2021-06-18
KDP,C,36,KDP   210716C00036000,2021-07-16
KDP,C,36.94,"",2021-07-16
KDP,C,37,KDP   210716C00037000,2021-07-16
KERN,C,4.19,"",2021-06-18
KERN,C,5,KERN  210618C00005000,2021-06-18
KERN,C,7.5,KERN  210618C00007500,2021-06-18
KERN,C,4.19,"",2021-07-16
KERN,C,5,KERN  210716C00005000,2021-07-16
KERN,C,7.5,KERN  210716C00007500,2021-07-16
KERN,C,10,KERN  210716C00010000,2021-07-16
KERN,C,12.5,KERN  210716C00012500,2021-07-16
KEY,P,15,KEY   210618P00015000,2021-06-18
KEY,P,16,KEY   210618P00016000,2021-06-18
KEY,P,22.79,"",2021-06-18
KGC,C,7.98,"",2021-06-18
KGC,C,8,KGC   210618C00008000,2021-06-18
KGC,C,9,KGC   210618C00009000,2021-06-18
KGC,P,7.98,"",2021-06-18
KGC,P,8,KGC   210618P00008000,2021-06-18
KGC,C,6,KGC   210820C00006000,2021-08-20
KGC,C,7,KGC   210820C00007000,2021-08-20
KGC,C,7.98,"",2021-08-20
KGC,C,8,KGC   210820C00008000,2021-08-20
KGC,C,9,KGC   210820C00009000,2021-08-20
KGC,C,10,KGC   210820C00010000,2021-08-20
KGC,P,6,KGC   210820P00006000,2021-08-20
KGC,P,7,KGC   210820P00007000,2021-08-20
KGC,P,7.98,"",2021-08-20
KHC,C,44,"",2021-06-18
KHC,C,45,KHC   210618C00045000,2021-06-18
KHC,P,40,KHC   210618P00040000,2021-06-18
KHC,P,44,"",2021-06-18
KHC,P,45,KHC   210618P00045000,2021-06-18
KHC,C,42.5,KHC   210716C00042500,2021-07-16
KHC,C,44,"",2021-07-16
KHC,C,45,KHC   210716C00045000,2021-07-16
KHC,P,30,KHC   210716P00030000,2021-07-16
KHC,P,37.5,KHC   210716P00037500,2021-07-16
KHC,P,44,"",2021-07-16
KHC,P,45,KHC   210716P00045000,2021-07-16
KIRK,C,24.05,"",2021-06-18
KIRK,C,25,KIRK  210618C00025000,2021-06-18
KIRK,C,30,KIRK  210618C00030000,2021-06-18
KIRK,P,24.05,"",2021-06-18
KIRK,P,25,KIRK  210618P00025000,2021-06-18
KIRK,P,27.5,KIRK  210618P00027500,2021-06-18
KIRK,P,7.5,KIRK  210716P00007500,2021-07-16
KIRK,P,24.05,"",2021-07-16
KL,C,42.8,"",2021-06-18
KL,C,45,KL    210618C00045000,2021-06-18
KL,C,40,KL    210716C00040000,2021-07-16
KL,C,42.8,"",2021-07-16
KL,C,45,KL    210716C00045000,2021-07-16
KLR,P,11.54,"",2021-06-18
KLR,P,12.5,KLR   210618P00012500,2021-06-18
KLR,C,11.54,"",2021-08-20
KLR,C,15,KLR   210820C00015000,2021-08-20
KLR,C,17.5,KLR   210820C00017500,2021-08-20
KLR,C,20,KLR   210820C00020000,2021-08-20
KMB,P,125,KMB   210618P00125000,2021-06-18
KMB,P,130,KMB   210618P00130000,2021-06-18
KMB,P,130.66,"",2021-06-18
KMB,C,130.66,"",2021-07-16
KMB,C,140,KMB   210716C00140000,2021-07-16
KMI,C,16,KMI   210618C00016000,2021-06-18
KMI,C,17,KMI   210618C00017000,2021-06-18
KMI,C,18,KMI   210618C00018000,2021-06-18
KMI,C,18.79,"",2021-06-18
KMI,C,19,KMI   210618C00019000,2021-06-18
KMI,C,20,KMI   210618C00020000,2021-06-18
KMI,P,13,KMI   210618P00013000,2021-06-18
KMI,P,14,KMI   210618P00014000,2021-06-18
KMI,P,15,KMI   210618P00015000,2021-06-18
KMI,P,16,KMI   210618P00016000,2021-06-18
KMI,P,17,KMI   210618P00017000,2021-06-18
KMI,P,18,KMI   210618P00018000,2021-06-18
KMI,P,18.79,"",2021-06-18
KMPH,C,10,KMPH  210618C00010000,2021-06-18
KMPH,C,11.3,"",2021-06-18
KMPH,C,12.5,KMPH  210618C00012500,2021-06-18
KMPH,C,7.5,KMPH  210820C00007500,2021-08-20
KMPH,C,10,KMPH  210820C00010000,2021-08-20
KMPH,C,11.3,"",2021-08-20
KN,P,15,KN    210618P00015000,2021-06-18
KN,P,20.36,"",2021-06-18
KNDI,C,5.75,"",2021-06-18
KNDI,C,6,KNDI  210618C00006000,2021-06-18
KNDI,C,7,KNDI  210618C00007000,2021-06-18
KNDI,C,8,KNDI  210618C00008000,2021-06-18
KNDI,C,9,KNDI  210618C00009000,2021-06-18
KNDI,C,10,KNDI  210618C00010000,2021-06-18
KNDI,C,11,KNDI  210618C00011000,2021-06-18
KNDI,C,13,KNDI  210618C00013000,2021-06-18
KNDI,C,15,KNDI  210618C00015000,2021-06-18
KNDI,C,16,KNDI  210618C00016000,2021-06-18
KNDI,C,17,KNDI  210618C00017000,2021-06-18
KNDI,C,20,KNDI  210618C00020000,2021-06-18
KNDI,C,30,KNDI  210618C00030000,2021-06-18
KNDI,P,5,KNDI  210618P00005000,2021-06-18
KNDI,P,5.75,"",2021-06-18
KNDI,P,5,KNDI  210716P00005000,2021-07-16
KNDI,P,5.75,"",2021-07-16
KO,C,45,KO    210618C00045000,2021-06-18
KO,C,47.5,KO    210618C00047500,2021-06-18
KO,C,50,KO    210618C00050000,2021-06-18
KO,C,52.5,KO    210618C00052500,2021-06-18
KO,C,55,KO    210618C00055000,2021-06-18
KO,C,55.5,KO    210618C00055500,2021-06-18
KO,C,56,KO    210618C00056000,2021-06-18
KO,C,56.27,"",2021-06-18
KO,C,57.5,KO    210618C00057500,2021-06-18
KO,C,60,KO    210618C00060000,2021-06-18
KO,C,62.5,KO    210618C00062500,2021-06-18
KO,C,65,KO    210618C00065000,2021-06-18
KO,P,35,KO    210618P00035000,2021-06-18
KO,P,37.5,KO    210618P00037500,2021-06-18
KO,P,40,KO    210618P00040000,2021-06-18
KO,P,42.5,KO    210618P00042500,2021-06-18
KO,P,45,KO    210618P00045000,2021-06-18
KO,P,47.5,KO    210618P00047500,2021-06-18
KO,P,50,KO    210618P00050000,2021-06-18
KO,P,52.5,KO    210618P00052500,2021-06-18
KO,P,55,KO    210618P00055000,2021-06-18
KO,P,56.27,"",2021-06-18
KO,C,55,KO    210716C00055000,2021-07-16
KO,C,56.27,"",2021-07-16
KO,C,57.5,KO    210716C00057500,2021-07-16
KO,P,50,KO    210716P00050000,2021-07-16
KO,P,52.5,KO    210716P00052500,2021-07-16
KO,P,55,KO    210716P00055000,2021-07-16
KO,P,56.27,"",2021-07-16
KO,C,50,KO    210820C00050000,2021-08-20
KO,C,52.5,KO    210820C00052500,2021-08-20
KO,C,56.27,"",2021-08-20
KO,C,57.5,KO    210820C00057500,2021-08-20
KO,C,60,KO    210820C00060000,2021-08-20
KO,P,42.5,KO    210820P00042500,2021-08-20
KO,P,45,KO    210820P00045000,2021-08-20
KO,P,47.5,KO    210820P00047500,2021-08-20
KO,P,50,KO    210820P00050000,2021-08-20
KO,P,52.5,KO    210820P00052500,2021-08-20
KO,P,55,KO    210820P00055000,2021-08-20
KO,P,56.27,"",2021-08-20
KODK,C,7.5,KODK  210618C00007500,2021-06-18
KODK,C,8,KODK  210618C00008000,2021-06-18
KODK,C,8.29,"",2021-06-18
KODK,C,10,KODK  210618C00010000,2021-06-18
KODK,C,12.5,KODK  210618C00012500,2021-06-18
KODK,C,20,KODK  210618C00020000,2021-06-18
KODK,P,6.5,KODK  210618P00006500,2021-06-18
KODK,P,7,KODK  210618P00007000,2021-06-18
KODK,P,8.29,"",2021-06-18
KODK,C,7.5,KODK  210716C00007500,2021-07-16
KODK,C,8.29,"",2021-07-16
KODK,C,10,KODK  210716C00010000,2021-07-16
KODK,C,25,KODK  210716C00025000,2021-07-16
KOPN,C,8.49,"",2021-06-18
KOPN,C,10,KOPN  210618C00010000,2021-06-18
KOPN,C,7.5,KOPN  210716C00007500,2021-07-16
KOPN,C,8.49,"",2021-07-16
KOPN,C,10,KOPN  210716C00010000,2021-07-16
KOPN,C,12.5,KOPN  210716C00012500,2021-07-16
KOPN,C,15,KOPN  210716C00015000,2021-07-16
KOS,C,3.38,"",2021-07-16
KOS,C,5,KOS   210716C00005000,2021-07-16
KR,C,38.66,"",2021-06-18
KR,C,40,KR    210618C00040000,2021-06-18
KR,P,38.66,"",2021-06-18
KR,P,40,KR    210618P00040000,2021-06-18
KR,C,37,KR    210716C00037000,2021-07-16
KR,C,38,KR    210716C00038000,2021-07-16
KR,C,38.66,"",2021-07-16
KR,C,39,KR    210716C00039000,2021-07-16
KR,C,40,KR    210716C00040000,2021-07-16
KR,C,41,KR    210716C00041000,2021-07-16
KR,P,28,KR    210716P00028000,2021-07-16
KR,P,33,KR    210716P00033000,2021-07-16
KR,P,34,KR    210716P00034000,2021-07-16
KR,P,35,KR    210716P00035000,2021-07-16
KR,P,36,KR    210716P00036000,2021-07-16
KR,P,37,KR    210716P00037000,2021-07-16
KR,P,38,KR    210716P00038000,2021-07-16
KR,P,38.66,"",2021-07-16
KR,P,40,KR    210716P00040000,2021-07-16
KRP,P,12.5,KRP   210716P00012500,2021-07-16
KRP,P,13.02,"",2021-07-16
KSS,C,53.41,"",2021-06-18
KSS,C,65,KSS   210618C00065000,2021-06-18
KSS,P,50,KSS   210618P00050000,2021-06-18
KSS,P,53.41,"",2021-06-18
KSS,C,37.5,KSS   210716C00037500,2021-07-16
KSS,C,50,KSS   210716C00050000,2021-07-16
KSS,C,53.41,"",2021-07-16
KSS,P,32.5,KSS   210716P00032500,2021-07-16
KSS,P,45,KSS   210716P00045000,2021-07-16
KSS,P,53.41,"",2021-07-16
KSU,C,298.3,"",2021-06-18
KSU,C,300,KSU   210618C00300000,2021-06-18
KSU,C,310,KSU   210618C00310000,2021-06-18
KSU,C,320,KSU   210618C00320000,2021-06-18
KSU,P,270,KSU   210618P00270000,2021-06-18
KSU,P,298.3,"",2021-06-18
KT,C,12.5,KT    210716C00012500,2021-07-16
KT,C,15,KT    210716C00015000,2021-07-16
KT,C,15.04,"",2021-07-16
LADR,C,11.92,"",2021-08-20
LADR,C,12.5,LADR  210820C00012500,2021-08-20
LAND,C,22.5,LAND  210618C00022500,2021-06-18
LAND,C,23.95,"",2021-06-18
LAZR,C,20,LAZR  210618C00020000,2021-06-18
LAZR,C,22.5,LAZR  210618C00022500,2021-06-18
LAZR,C,24,"",2021-06-18
LAZR,C,25,LAZR  210618C00025000,2021-06-18
LAZR,C,26,LAZR  210618C00026000,2021-06-18
LAZR,C,30,LAZR  210618C00030000,2021-06-18
LAZR,C,35,LAZR  210618C00035000,2021-06-18
LAZR,C,40,LAZR  210618C00040000,2021-06-18
LAZR,C,55,LAZR  210618C00055000,2021-06-18
LAZR,P,15,LAZR  210618P00015000,2021-06-18
LAZR,P,20,LAZR  210618P00020000,2021-06-18
LAZR,P,20.5,LAZR  210618P00020500,2021-06-18
LAZR,P,22.5,LAZR  210618P00022500,2021-06-18
LAZR,P,24,"",2021-06-18
LAZR,P,25,LAZR  210618P00025000,2021-06-18
LAZR,P,30,LAZR  210618P00030000,2021-06-18
LAZR,P,35,LAZR  210618P00035000,2021-06-18
LAZR,C,24,"",2021-07-16
LAZR,C,27.5,LAZR  210716C00027500,2021-07-16
LAZR,P,20,LAZR  210716P00020000,2021-07-16
LAZR,P,24,"",2021-07-16
LAZR,C,24,"",2021-08-20
LAZR,C,30,LAZR  210820C00030000,2021-08-20
LAZR,C,35,LAZR  210820C00035000,2021-08-20
LB,C,65.97,"",2021-08-20
LB,C,80,LB    210820C00080000,2021-08-20
LB,P,55,LB    210820P00055000,2021-08-20
LB,P,65.97,"",2021-08-20
LBTYA,C,26.87,"",2021-07-16
LBTYA,C,30,LBTYA 210716C00030000,2021-07-16
LBTYA,C,32.5,LBTYA 210716C00032500,2021-07-16
LBTYK,C,26.92,"",2021-07-16
LBTYK,C,30,LBTYK 210716C00030000,2021-07-16
LC,C,10,LC    210716C00010000,2021-07-16
LC,C,14,LC    210716C00014000,2021-07-16
LC,C,15,LC    210716C00015000,2021-07-16
LC,C,15.65,"",2021-07-16
LC,C,20,LC    210716C00020000,2021-07-16
LC,C,25,LC    210716C00025000,2021-07-16
LCTX,C,2.5,LCTX  210618C00002500,2021-06-18
LCTX,C,2.87,"",2021-06-18
LCTX,C,5,LCTX  210618C00005000,2021-06-18
LEAF,P,4,LEAF  210820P00004000,2021-08-20
LEAF,P,8.4,"",2021-08-20
LEGN,C,38.64,"",2021-06-18
LEGN,C,45,LEGN  210618C00045000,2021-06-18
LEGN,C,38.64,"",2021-07-16
LEGN,C,55,LEGN  210716C00055000,2021-07-16
LEN,P,96.78,"",2021-06-18
LEN,P,100,LEN   210618P00100000,2021-06-18
LEN,P,82.5,LEN   210820P00082500,2021-08-20
LEN,P,96.78,"",2021-08-20
LESL,C,29.74,"",2021-06-18
LESL,C,30,LESL  210618C00030000,2021-06-18
LEVI,C,26.09,"",2021-07-16
LEVI,C,29,LEVI  210716C00029000,2021-07-16
LFMD,C,12.5,LFMD  210618C00012500,2021-06-18
LFMD,C,13.56,"",2021-06-18
LFMD,C,15,LFMD  210618C00015000,2021-06-18
LFMD,P,7.5,LFMD  210618P00007500,2021-06-18
LFMD,P,13.56,"",2021-06-18
LFMD,C,10,LFMD  210820C00010000,2021-08-20
LFMD,C,13.56,"",2021-08-20
LGFA,C,19.79,"",2021-06-18
LGFA,C,20,LGFA  210618C00020000,2021-06-18
LI,C,20,LI    210618C00020000,2021-06-18
LI,C,22.5,LI    210618C00022500,2021-06-18
LI,C,25,LI    210618C00025000,2021-06-18
LI,C,25.62,"",2021-06-18
LI,C,26,LI    210618C00026000,2021-06-18
LI,C,27,LI    210618C00027000,2021-06-18
LI,C,30,LI    210618C00030000,2021-06-18
LI,C,31,LI    210618C00031000,2021-06-18
LI,C,35,LI    210618C00035000,2021-06-18
LI,C,40,LI    210618C00040000,2021-06-18
LI,C,45,LI    210618C00045000,2021-06-18
LI,C,50,LI    210618C00050000,2021-06-18
LI,C,65,LI    210618C00065000,2021-06-18
LI,P,15,LI    210618P00015000,2021-06-18
LI,P,17,LI    210618P00017000,2021-06-18
LI,P,17.5,LI    210618P00017500,2021-06-18
LI,P,20,LI    210618P00020000,2021-06-18
LI,P,21.5,LI    210618P00021500,2021-06-18
LI,P,22.5,LI    210618P00022500,2021-06-18
LI,P,25,LI    210618P00025000,2021-06-18
LI,P,25.62,"",2021-06-18
LI,P,26,LI    210618P00026000,2021-06-18
LI,P,27,LI    210618P00027000,2021-06-18
LI,P,30,LI    210618P00030000,2021-06-18
LI,P,31,LI    210618P00031000,2021-06-18
LI,C,25,LI    210716C00025000,2021-07-16
LI,C,25.62,"",2021-07-16
LI,P,25,LI    210716P00025000,2021-07-16
LI,P,25.62,"",2021-07-16
LIN,P,290,LIN   210716P00290000,2021-07-16
LIN,P,300.11,"",2021-07-16
LIND,C,17.22,"",2021-07-16
LIND,C,20,LIND  210716C00020000,2021-07-16
LIVX,C,5,LIVX  210618C00005000,2021-06-18
LIVX,C,5.29,"",2021-06-18
LIVX,C,5,LIVX  210716C00005000,2021-07-16
LIVX,C,5.29,"",2021-07-16
LIVX,C,7.5,LIVX  210716C00007500,2021-07-16
LIZI,C,6.66,"",2021-06-18
LIZI,C,7.5,LIZI  210618C00007500,2021-06-18
LIZI,C,12.5,LIZI  210618C00012500,2021-06-18
LIZI,P,5,LIZI  210618P00005000,2021-06-18
LIZI,P,6.66,"",2021-06-18
LKQ,C,50,LKQ   210618C00050000,2021-06-18
LKQ,C,50.53,"",2021-06-18
LKQ,C,40,LKQ   210820C00040000,2021-08-20
LKQ,C,45,LKQ   210820C00045000,2021-08-20
LKQ,C,50.53,"",2021-08-20
LLNW,C,3.1,"",2021-06-18
LLNW,C,4,LLNW  210618C00004000,2021-06-18
LLNW,C,3.1,"",2021-07-16
LLNW,C,4,LLNW  210716C00004000,2021-07-16
LLNW,C,7,LLNW  210716C00007000,2021-07-16
LLNW,P,3,LLNW  210716P00003000,2021-07-16
LLNW,P,3.1,"",2021-07-16
LLNW,P,5,LLNW  210716P00005000,2021-07-16
LLY,C,190,LLY   210618C00190000,2021-06-18
LLY,C,200,LLY   210618C00200000,2021-06-18
LLY,C,202.12,"",2021-06-18
LLY,C,210,LLY   210618C00210000,2021-06-18
LLY,C,215,LLY   210618C00215000,2021-06-18
LLY,C,220,LLY   210618C00220000,2021-06-18
LLY,P,180,LLY   210618P00180000,2021-06-18
LLY,P,185,LLY   210618P00185000,2021-06-18
LLY,P,190,LLY   210618P00190000,2021-06-18
LLY,P,195,LLY   210618P00195000,2021-06-18
LLY,P,202.12,"",2021-06-18
LLY,C,195,LLY   210716C00195000,2021-07-16
LLY,C,202.12,"",2021-07-16
LMND,C,75,LMND  210618C00075000,2021-06-18
LMND,C,95.9,"",2021-06-18
LMND,C,100,LMND  210618C00100000,2021-06-18
LMND,C,105,LMND  210618C00105000,2021-06-18
LMND,C,115,LMND  210618C00115000,2021-06-18
LMND,P,75,LMND  210618P00075000,2021-06-18
LMND,P,95.9,"",2021-06-18
LMND,P,100,LMND  210618P00100000,2021-06-18
LMT,C,394.92,"",2021-06-18
LMT,C,400,LMT   210618C00400000,2021-06-18
LNC,C,71.41,"",2021-06-18
LNC,C,72.5,LNC   210618C00072500,2021-06-18
LNC,C,65,LNC   210716C00065000,2021-07-16
LNC,C,71.41,"",2021-07-16
LNG,C,85,LNG   210618C00085000,2021-06-18
LNG,C,87.42,"",2021-06-18
LNTH,C,22.5,LNTH  210618C00022500,2021-06-18
LNTH,C,24.64,"",2021-06-18
LODE,C,4,LODE  210618C00004000,2021-06-18
LODE,C,4.27,"",2021-06-18
LODE,C,4.27,"",2021-07-16
LODE,C,6,LODE  210716C00006000,2021-07-16
LODE,C,12,LODE  210716C00012000,2021-07-16
LOGI,P,100,LOGI  210618P00100000,2021-06-18
LOGI,P,105,LOGI  210618P00105000,2021-06-18
LOGI,P,132.29,"",2021-06-18
LOTZ,C,5,LOTZ  210618C00005000,2021-06-18
LOTZ,C,5.11,"",2021-06-18
LOTZ,C,7.5,LOTZ  210618C00007500,2021-06-18
LOTZ,C,10,LOTZ  210618C00010000,2021-06-18
LOTZ,P,5,LOTZ  210618P00005000,2021-06-18
LOTZ,P,5.11,"",2021-06-18
LOTZ,C,5.11,"",2021-07-16
LOTZ,C,7.5,LOTZ  210716C00007500,2021-07-16
LOTZ,C,10,LOTZ  210716C00010000,2021-07-16
LOTZ,C,12.5,LOTZ  210716C00012500,2021-07-16
LOTZ,C,15,LOTZ  210716C00015000,2021-07-16
LOTZ,C,17.5,LOTZ  210716C00017500,2021-07-16
LOTZ,C,20,LOTZ  210716C00020000,2021-07-16
LOTZ,P,5.11,"",2021-07-16
LOTZ,P,10,LOTZ  210716P00010000,2021-07-16
LOTZ,C,5.11,"",2021-08-20
LOTZ,C,10,LOTZ  210820C00010000,2021-08-20
LOW,C,189.98,"",2021-06-18
LOW,C,200,LOW   210618C00200000,2021-06-18
LOW,P,170,LOW   210618P00170000,2021-06-18
LOW,P,189.98,"",2021-06-18
LOW,P,190,LOW   210618P00190000,2021-06-18
LOW,P,195,LOW   210618P00195000,2021-06-18
LOW,C,180,LOW   210716C00180000,2021-07-16
LOW,C,189.98,"",2021-07-16
LOW,C,200,LOW   210716C00200000,2021-07-16
LOW,C,210,LOW   210716C00210000,2021-07-16
LOW,P,140,LOW   210716P00140000,2021-07-16
LOW,P,185,LOW   210716P00185000,2021-07-16
LOW,P,189.98,"",2021-07-16
LOW,P,195,LOW   210716P00195000,2021-07-16
LPCN,C,1.24,"",2021-08-20
LPCN,C,1.5,LPCN  210820C00001500,2021-08-20
LPCN,C,2.5,LPCN  210820C00002500,2021-08-20
LPX,C,65.3,"",2021-06-18
LPX,C,70,LPX   210618C00070000,2021-06-18
LPX,C,90,LPX   210618C00090000,2021-06-18
LSCC,C,53.19,"",2021-06-18
LSCC,C,55,LSCC  210618C00055000,2021-06-18
LSPD,C,71.92,"",2021-06-18
LSPD,C,90,LSPD  210618C00090000,2021-06-18
LTHM,C,20,LTHM  210618C00020000,2021-06-18
LTHM,C,20.62,"",2021-06-18
LTHM,C,20,LTHM  210716C00020000,2021-07-16
LTHM,C,20.62,"",2021-07-16
LTHM,C,25,LTHM  210716C00025000,2021-07-16
LTHM,C,30,LTHM  210716C00030000,2021-07-16
LTHM,P,15,LTHM  210716P00015000,2021-07-16
LTHM,P,20.62,"",2021-07-16
LU,C,12.57,"",2021-06-18
LU,C,15,LU    210618C00015000,2021-06-18
LUMN,C,14,LUMN  210618C00014000,2021-06-18
